user_standort,timestamp_meldung,timestamp_letzteBearbeitung,user_text,user_kategorie,ki_stelle,ki_prio
"(52.425, 10.782)",2024-10-16 06:33:45,2024-10-17 20:33:45,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-08-27 06:31:00,2024-08-29 02:31:00,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.426669, 10.790072)",2025-01-21 01:37:05,2025-01-21 02:37:05,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.425, 10.782)",2025-03-04 13:47:48,2025-03-06 06:47:48,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.428, 10.775)",2024-09-10 11:42:30,2024-09-12 10:42:30,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2025-02-26 04:34:12,2025-02-26 20:34:12,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.421, 10.795)",2024-09-14 15:46:58,2024-09-14 20:46:58,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.43, 10.78)",2024-09-28 23:08:03,2024-09-29 15:08:03,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.421, 10.795)",2024-08-08 21:58:04,2024-08-09 00:58:04,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.43, 10.78)",2025-02-16 21:35:35,2025-02-18 03:35:35,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4235, 10.8)",2025-01-17 05:53:54,2025-01-18 10:53:54,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.428, 10.775)",2025-02-24 09:04:32,2025-02-26 02:04:32,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2024-12-02 15:31:25,2024-12-03 01:31:25,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2025-02-24 01:41:40,2025-02-25 01:41:40,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.420148, 10.769726)",2025-01-26 22:51:29,2025-01-28 12:51:29,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4235, 10.8)",2024-11-28 02:33:09,2024-11-29 17:33:09,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2025-02-21 12:34:11,2025-02-23 05:34:11,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.4195, 10.7705)",2024-11-11 04:31:53,2024-11-12 06:31:53,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.43, 10.78)",2025-03-10 17:46:39,2025-03-12 03:46:39,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2024-09-02 17:59:09,2024-09-04 07:59:09,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.422501, 10.786042)",2024-09-08 14:31:00,2024-09-09 23:31:00,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4235, 10.8)",2024-09-13 12:42:34,2024-09-14 16:42:34,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2025-03-01 19:40:07,2025-03-03 06:40:07,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.43, 10.78)",2024-09-08 09:44:41,2024-09-09 08:44:41,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-11-17 19:17:39,2024-11-19 13:17:39,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.425, 10.782)",2024-08-31 09:17:54,2024-09-01 16:17:54,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.425, 10.782)",2024-10-27 17:11:03,2024-10-29 04:11:03,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.426669, 10.790072)",2025-01-03 13:02:42,2025-01-05 06:02:42,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.43, 10.78)",2024-10-04 04:42:24,2024-10-05 19:42:24,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2024-12-07 10:59:03,2024-12-09 10:59:03,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4235, 10.8)",2024-12-31 09:05:38,2025-01-02 04:05:38,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2024-08-06 06:09:12,2024-08-07 05:09:12,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.420148, 10.769726)",2024-08-02 22:38:11,2024-08-03 10:38:11,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4195, 10.7705)",2024-12-03 16:10:18,2024-12-03 19:10:18,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.421, 10.795)",2025-03-12 03:19:40,2025-03-12 07:19:40,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4278, 10.7856)",2024-08-09 12:40:00,2024-08-09 18:40:00,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2024-11-30 07:43:15,2024-12-01 14:43:15,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.43, 10.78)",2024-09-05 05:29:32,2024-09-06 10:29:32,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.43, 10.78)",2024-08-18 14:02:47,2024-08-18 20:02:47,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4278, 10.7856)",2025-01-29 09:30:28,2025-01-30 15:30:28,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4235, 10.8)",2024-12-23 23:11:59,2024-12-25 20:11:59,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.422501, 10.786042)",2024-10-06 09:04:41,2024-10-06 15:04:41,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2025-01-21 01:56:45,2025-01-21 11:56:45,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.421, 10.795)",2025-02-06 02:33:24,2025-02-06 15:33:24,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.4278, 10.7856)",2024-12-25 18:35:59,2024-12-27 05:35:59,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.422501, 10.786042)",2025-02-12 15:53:20,2025-02-13 15:53:20,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.43, 10.78)",2025-02-09 02:50:26,2025-02-09 06:50:26,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4278, 10.7856)",2025-03-10 19:23:41,2025-03-11 22:23:41,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4278, 10.7856)",2025-01-18 21:43:53,2025-01-19 01:43:53,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2024-12-18 00:50:21,2024-12-19 02:50:21,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2025-03-02 02:05:55,2025-03-03 00:05:55,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.422501, 10.786042)",2024-09-03 00:25:43,2024-09-03 22:25:43,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-08-20 22:21:19,2024-08-21 00:21:19,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.422501, 10.786042)",2024-11-24 05:57:46,2024-11-24 08:57:46,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4235, 10.8)",2024-12-28 08:12:16,2024-12-29 04:12:16,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2025-02-08 20:35:04,2025-02-09 22:35:04,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.4235, 10.8)",2024-11-14 11:36:52,2024-11-15 08:36:52,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.43, 10.78)",2024-09-21 07:39:12,2024-09-22 21:39:12,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2025-03-02 15:09:58,2025-03-03 02:09:58,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2024-08-10 14:06:36,2024-08-11 06:06:36,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.422501, 10.786042)",2025-02-02 16:10:38,2025-02-03 06:10:38,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.4235, 10.8)",2024-10-15 22:26:54,2024-10-16 11:26:54,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.43, 10.78)",2024-08-07 02:55:13,2024-08-08 17:55:13,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.426669, 10.790072)",2024-10-04 23:05:00,2024-10-05 17:05:00,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.421, 10.795)",2024-11-04 14:11:46,2024-11-06 02:11:46,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2024-11-26 20:00:42,2024-11-28 01:00:42,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.428, 10.775)",2024-10-04 15:55:30,2024-10-05 11:55:30,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4195, 10.7705)",2024-12-09 01:14:46,2024-12-10 13:14:46,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4235, 10.8)",2024-12-28 17:20:49,2024-12-29 12:20:49,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4235, 10.8)",2024-12-20 04:37:06,2024-12-22 01:37:06,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4235, 10.8)",2025-02-09 02:51:02,2025-02-10 07:51:02,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.420148, 10.769726)",2025-03-03 21:11:56,2025-03-04 15:11:56,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4235, 10.8)",2024-11-22 18:05:02,2024-11-23 00:05:02,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.421, 10.795)",2024-10-06 20:19:43,2024-10-07 15:19:43,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-10-09 18:02:16,2024-10-10 17:02:16,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4235, 10.8)",2024-11-10 16:30:52,2024-11-12 03:30:52,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.421, 10.795)",2024-12-16 14:20:34,2024-12-16 22:20:34,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4195, 10.7705)",2025-01-09 21:09:37,2025-01-11 09:09:37,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4235, 10.8)",2024-12-18 18:54:20,2024-12-20 17:54:20,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.425, 10.782)",2025-02-08 02:45:09,2025-02-08 17:45:09,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.420148, 10.769726)",2024-08-25 00:39:11,2024-08-25 02:39:11,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.43, 10.78)",2024-09-10 14:54:11,2024-09-12 14:54:11,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2024-11-28 23:55:14,2024-11-29 15:55:14,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.43, 10.78)",2024-10-23 06:11:20,2024-10-24 00:11:20,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.420148, 10.769726)",2024-12-11 16:23:04,2024-12-12 01:23:04,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.422501, 10.786042)",2024-12-06 05:42:01,2024-12-06 08:42:01,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4278, 10.7856)",2024-08-10 00:06:22,2024-08-11 13:06:22,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.420148, 10.769726)",2025-02-15 04:52:12,2025-02-16 00:52:12,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.421, 10.795)",2024-09-04 10:25:56,2024-09-05 11:25:56,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.421, 10.795)",2024-11-08 00:23:11,2024-11-09 06:23:11,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.426669, 10.790072)",2024-08-08 01:09:49,2024-08-08 20:09:49,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2025-03-10 12:39:32,2025-03-11 17:39:32,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.425, 10.782)",2024-12-28 10:45:05,2024-12-30 03:45:05,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2024-08-12 13:40:27,2024-08-13 14:40:27,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.421, 10.795)",2025-02-04 18:36:48,2025-02-05 15:36:48,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2024-09-29 03:46:32,2024-09-30 09:46:32,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.4195, 10.7705)",2024-08-08 14:31:18,2024-08-08 23:31:18,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.428, 10.775)",2024-09-24 10:52:00,2024-09-25 03:52:00,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.420148, 10.769726)",2024-10-11 21:02:44,2024-10-13 18:02:44,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.425, 10.782)",2024-09-12 09:38:56,2024-09-14 02:38:56,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4278, 10.7856)",2025-01-09 05:26:24,2025-01-10 08:26:24,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.43, 10.78)",2025-01-24 04:03:21,2025-01-25 05:03:21,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.43, 10.78)",2024-08-16 13:42:34,2024-08-16 17:42:34,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.426669, 10.790072)",2024-11-18 02:17:41,2024-11-18 11:17:41,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.421, 10.795)",2025-01-22 09:46:53,2025-01-24 08:46:53,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.421, 10.795)",2024-09-26 07:40:40,2024-09-26 09:40:40,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.425, 10.782)",2024-11-13 00:16:41,2024-11-14 12:16:41,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.43, 10.78)",2024-12-04 05:51:10,2024-12-04 08:51:10,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2025-01-17 13:36:04,2025-01-17 16:36:04,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4195, 10.7705)",2024-08-16 09:13:20,2024-08-17 04:13:20,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4235, 10.8)",2024-08-09 23:28:59,2024-08-11 13:28:59,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.420148, 10.769726)",2025-02-16 12:06:32,2025-02-18 06:06:32,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.420148, 10.769726)",2024-10-27 13:49:58,2024-10-28 21:49:58,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-12-14 00:03:23,2024-12-14 11:03:23,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.4235, 10.8)",2024-08-15 17:11:10,2024-08-15 23:11:10,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.425, 10.782)",2024-11-12 11:17:56,2024-11-12 20:17:56,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2024-08-23 08:52:22,2024-08-23 10:52:22,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.421, 10.795)",2025-01-20 16:47:33,2025-01-22 12:47:33,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.4195, 10.7705)",2025-02-22 20:56:47,2025-02-23 11:56:47,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.426669, 10.790072)",2024-09-21 08:09:30,2024-09-21 14:09:30,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2024-11-22 05:53:43,2024-11-22 19:53:43,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2024-08-02 23:37:12,2024-08-03 00:37:12,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2024-09-26 20:40:53,2024-09-27 10:40:53,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4235, 10.8)",2025-01-29 00:44:52,2025-01-30 12:44:52,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.428, 10.775)",2024-12-24 02:32:01,2024-12-25 07:32:01,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.428, 10.775)",2025-01-14 10:57:57,2025-01-16 04:57:57,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2024-08-10 17:55:42,2024-08-11 17:55:42,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4195, 10.7705)",2024-10-23 05:57:45,2024-10-24 23:57:45,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4235, 10.8)",2025-01-04 01:01:14,2025-01-05 09:01:14,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-11-29 13:16:21,2024-11-30 12:16:21,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.4278, 10.7856)",2024-10-21 03:23:54,2024-10-22 16:23:54,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.420148, 10.769726)",2024-08-18 05:06:14,2024-08-19 07:06:14,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.420148, 10.769726)",2024-11-02 20:35:39,2024-11-03 16:35:39,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.4278, 10.7856)",2024-12-11 09:09:15,2024-12-12 16:09:15,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4195, 10.7705)",2025-01-01 00:08:12,2025-01-01 06:08:12,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.426669, 10.790072)",2025-01-21 20:06:11,2025-01-23 05:06:11,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.428, 10.775)",2025-01-26 16:28:48,2025-01-27 10:28:48,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.425, 10.782)",2024-12-10 03:19:21,2024-12-11 07:19:21,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.43, 10.78)",2024-12-03 01:44:33,2024-12-04 11:44:33,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.420148, 10.769726)",2024-10-28 18:30:25,2024-10-30 15:30:25,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.421, 10.795)",2025-02-22 19:49:06,2025-02-24 02:49:06,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-11-05 11:27:27,2024-11-05 13:27:27,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.4235, 10.8)",2024-12-15 23:57:22,2024-12-16 07:57:22,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2024-09-09 11:32:16,2024-09-10 17:32:16,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.420148, 10.769726)",2024-12-21 15:22:20,2024-12-22 16:22:20,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.43, 10.78)",2025-03-10 18:20:49,2025-03-12 06:20:49,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-10-02 02:25:03,2024-10-03 03:25:03,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.4235, 10.8)",2024-10-17 11:45:17,2024-10-19 09:45:17,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.43, 10.78)",2025-03-12 19:41:23,2025-03-13 04:41:23,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2024-08-19 08:54:56,2024-08-20 15:54:56,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.420148, 10.769726)",2025-02-12 20:54:13,2025-02-13 10:54:13,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4235, 10.8)",2024-10-29 13:38:29,2024-10-30 20:38:29,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-12-19 11:09:01,2024-12-20 03:09:01,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.421, 10.795)",2025-03-11 16:15:04,2025-03-11 17:15:04,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.422501, 10.786042)",2024-12-13 13:15:39,2024-12-15 10:15:39,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.420148, 10.769726)",2024-11-25 03:28:50,2024-11-26 18:28:50,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.43, 10.78)",2024-11-29 22:00:58,2024-12-01 02:00:58,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.425, 10.782)",2024-11-04 04:43:42,2024-11-06 02:43:42,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4235, 10.8)",2024-08-08 22:59:10,2024-08-09 18:59:10,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-12-20 08:25:29,2024-12-21 21:25:29,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.43, 10.78)",2025-01-25 05:57:39,2025-01-25 13:57:39,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,medium
"(52.425, 10.782)",2024-12-18 14:39:27,2024-12-18 22:39:27,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,high
"(52.43, 10.78)",2025-02-08 18:30:56,2025-02-10 13:30:56,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2025-02-17 19:37:28,2025-02-19 17:37:28,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2025-02-02 05:53:25,2025-02-03 11:53:25,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.428, 10.775)",2024-11-12 23:12:45,2024-11-13 14:12:45,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-09-22 23:27:33,2024-09-24 01:27:33,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.428, 10.775)",2024-12-16 17:23:48,2024-12-17 08:23:48,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.426669, 10.790072)",2024-12-23 21:43:43,2024-12-25 09:43:43,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.428, 10.775)",2024-12-02 00:04:14,2024-12-02 17:04:14,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,high
"(52.421, 10.795)",2025-01-24 18:19:53,2025-01-25 14:19:53,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-12-03 23:23:33,2024-12-04 14:23:33,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.425, 10.782)",2024-11-19 03:24:33,2024-11-20 12:24:33,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
