user_standort,timestamp_meldung,timestamp_letzteBearbeitung,user_text,user_kategorie,ki_stelle,ki_prio
"(52.420148, 10.769726)",2024-09-11 18:45:42,2024-09-13 11:45:42,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.4195, 10.7705)",2024-08-29 00:48:35,2024-08-29 04:48:35,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,medium
"(52.4235, 10.8)",2024-08-08 09:36:15,2024-08-08 21:36:15,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-10-17 09:57:58,2024-10-19 02:57:58,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.425, 10.782)",2024-08-30 04:37:17,2024-08-31 04:37:17,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.421, 10.795)",2025-02-19 02:49:47,2025-02-19 22:49:47,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.4235, 10.8)",2024-09-21 10:39:14,2024-09-23 01:39:14,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,medium
"(52.428, 10.775)",2024-10-22 18:12:00,2024-10-22 23:12:00,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.43, 10.78)",2025-02-11 04:07:43,2025-02-12 19:07:43,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.425, 10.782)",2024-09-05 15:15:51,2024-09-06 10:15:51,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,medium
"(52.4278, 10.7856)",2024-09-09 01:54:44,2024-09-10 14:54:44,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.426669, 10.790072)",2024-12-20 17:52:23,2024-12-22 17:52:23,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,low
"(52.420148, 10.769726)",2024-11-19 07:25:26,2024-11-19 15:25:26,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.425, 10.782)",2024-12-19 23:37:58,2024-12-20 04:37:58,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.420148, 10.769726)",2024-09-19 09:41:03,2024-09-20 22:41:03,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.428, 10.775)",2024-08-23 18:51:01,2024-08-25 12:51:01,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.420148, 10.769726)",2024-09-05 21:36:15,2024-09-05 22:36:15,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.422501, 10.786042)",2025-03-02 05:25:08,2025-03-03 07:25:08,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.425, 10.782)",2025-02-26 08:32:47,2025-02-27 17:32:47,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,high
"(52.422501, 10.786042)",2024-09-29 15:09:50,2024-09-29 16:09:50,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,low
"(52.422501, 10.786042)",2025-02-22 12:15:00,2025-02-22 20:15:00,Laub auf dem Gehweg,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.428, 10.775)",2024-11-03 18:47:22,2024-11-04 05:47:22,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.426669, 10.790072)",2024-08-15 07:39:29,2024-08-16 16:39:29,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4235, 10.8)",2024-11-23 10:44:05,2024-11-24 09:44:05,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.422501, 10.786042)",2024-10-25 18:20:37,2024-10-26 11:20:37,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,medium
"(52.43, 10.78)",2024-08-26 19:39:53,2024-08-28 13:39:53,Die Mauer ist schmutzig,Vandalismus,Stadtreinigung,low
"(52.420148, 10.769726)",2024-08-18 11:04:40,2024-08-19 06:04:40,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.426669, 10.790072)",2024-12-18 19:03:21,2024-12-19 15:03:21,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.426669, 10.790072)",2024-09-25 22:56:22,2024-09-27 16:56:22,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-09-24 14:01:01,2024-09-25 19:01:01,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4195, 10.7705)",2025-02-14 18:25:30,2025-02-15 11:25:30,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.43, 10.78)",2024-08-18 08:43:33,2024-08-19 19:43:33,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.4278, 10.7856)",2025-01-24 10:05:05,2025-01-24 18:05:05,Graffiti an der Brücke sieht hässlich aus,Vandalismus,Stadtreinigung,high
"(52.43, 10.78)",2024-10-08 09:39:21,2024-10-09 22:39:21,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,medium
"(52.426669, 10.790072)",2025-01-18 08:25:16,2025-01-19 06:25:16,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2025-02-06 04:19:30,2025-02-07 04:19:30,Die Mauer ist schmutzig,Vandalismus,Stadtreinigung,high
"(52.426669, 10.790072)",2024-09-04 20:38:05,2024-09-05 19:38:05,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.428, 10.775)",2025-01-18 02:25:27,2025-01-18 17:25:27,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.4195, 10.7705)",2025-01-22 16:15:11,2025-01-23 13:15:11,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.428, 10.775)",2025-01-19 11:53:36,2025-01-20 09:53:36,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.43, 10.78)",2025-03-11 08:22:49,2025-03-11 23:22:49,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4195, 10.7705)",2024-10-07 22:34:01,2024-10-09 11:34:01,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.426669, 10.790072)",2025-02-21 09:16:25,2025-02-22 11:16:25,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.425, 10.782)",2025-02-20 17:07:02,2025-02-22 00:07:02,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4278, 10.7856)",2025-01-27 00:18:27,2025-01-28 01:18:27,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.428, 10.775)",2024-08-06 06:05:14,2024-08-07 23:05:14,Laub auf dem Gehweg,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.43, 10.78)",2024-10-12 19:22:33,2024-10-13 02:22:33,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,medium
"(52.426669, 10.790072)",2024-10-15 10:52:53,2024-10-16 17:52:53,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.422501, 10.786042)",2024-08-03 15:21:47,2024-08-05 13:21:47,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-11-07 15:18:35,2024-11-09 00:18:35,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.428, 10.775)",2024-12-30 14:42:11,2024-12-31 02:42:11,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,low
"(52.43, 10.78)",2024-12-07 13:40:41,2024-12-08 01:40:41,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,medium
"(52.4278, 10.7856)",2024-10-05 03:30:57,2024-10-05 18:30:57,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.421, 10.795)",2024-09-06 22:46:54,2024-09-08 04:46:54,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.422501, 10.786042)",2024-09-03 09:00:34,2024-09-04 09:00:34,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.428, 10.775)",2024-10-22 02:06:08,2024-10-22 13:06:08,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.421, 10.795)",2025-01-31 07:19:40,2025-02-01 08:19:40,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,medium
"(52.4195, 10.7705)",2024-08-02 20:28:28,2024-08-04 20:28:28,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,low
"(52.422501, 10.786042)",2024-11-22 04:55:55,2024-11-22 22:55:55,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,medium
"(52.422501, 10.786042)",2024-08-16 18:41:07,2024-08-17 11:41:07,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,medium
"(52.4195, 10.7705)",2024-08-07 22:39:06,2024-08-08 16:39:06,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,medium
"(52.421, 10.795)",2024-09-12 11:10:06,2024-09-13 08:10:06,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.4278, 10.7856)",2025-01-02 11:43:08,2025-01-03 14:43:08,Gehwegplatten sind locker,Straßen bzw. Wegschäden,Straßenbau,low
"(52.426669, 10.790072)",2024-10-08 19:12:39,2024-10-09 04:12:39,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,medium
"(52.4278, 10.7856)",2024-12-07 06:06:49,2024-12-07 17:06:49,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.421, 10.795)",2025-01-12 10:12:36,2025-01-13 14:12:36,Risse im Asphalt auf der Hauptstraße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.420148, 10.769726)",2024-09-23 20:09:43,2024-09-25 05:09:43,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.422501, 10.786042)",2025-01-05 08:18:27,2025-01-05 21:18:27,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,medium
"(52.422501, 10.786042)",2024-12-22 02:18:00,2024-12-23 20:18:00,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,medium
"(52.421, 10.795)",2024-09-21 08:28:20,2024-09-22 11:28:20,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.43, 10.78)",2024-08-08 16:18:23,2024-08-09 04:18:23,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.43, 10.78)",2025-01-05 19:48:38,2025-01-06 06:48:38,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.426669, 10.790072)",2024-10-14 23:56:18,2024-10-15 01:56:18,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.4278, 10.7856)",2025-01-19 05:03:03,2025-01-19 17:03:03,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.422501, 10.786042)",2024-12-17 09:03:07,2024-12-18 01:03:07,Unkraut überwuchert Gehweg,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.421, 10.795)",2024-12-01 01:24:56,2024-12-02 13:24:56,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.43, 10.78)",2024-11-19 00:24:50,2024-11-19 08:24:50,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,low
"(52.422501, 10.786042)",2024-08-25 19:00:57,2024-08-26 17:00:57,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.428, 10.775)",2024-10-25 13:22:50,2024-10-27 02:22:50,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,low
"(52.421, 10.795)",2024-09-03 13:05:30,2024-09-03 20:05:30,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,high
"(52.4278, 10.7856)",2024-08-28 23:47:47,2024-08-29 05:47:47,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,high
"(52.422501, 10.786042)",2024-09-17 03:32:06,2024-09-18 09:32:06,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.428, 10.775)",2024-09-03 16:39:37,2024-09-04 09:39:37,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,low
"(52.4235, 10.8)",2024-10-17 11:48:46,2024-10-18 17:48:46,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.421, 10.795)",2024-10-17 12:52:19,2024-10-18 19:52:19,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,medium
"(52.428, 10.775)",2024-10-22 01:28:50,2024-10-23 21:28:50,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.428, 10.775)",2025-01-04 09:54:56,2025-01-04 10:54:56,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,medium
"(52.4278, 10.7856)",2024-11-17 22:33:01,2024-11-18 04:33:01,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.428, 10.775)",2024-12-04 16:56:44,2024-12-05 18:56:44,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,low
"(52.4195, 10.7705)",2024-10-23 01:50:56,2024-10-23 15:50:56,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.425, 10.782)",2024-08-29 17:04:23,2024-08-30 20:04:23,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.425, 10.782)",2025-03-03 22:28:46,2025-03-05 21:28:46,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2024-12-13 18:13:17,2024-12-14 22:13:17,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.4278, 10.7856)",2025-03-11 15:54:57,2025-03-13 06:54:57,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.4235, 10.8)",2025-03-06 07:47:27,2025-03-06 11:47:27,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.428, 10.775)",2025-03-04 07:27:34,2025-03-05 09:27:34,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,high
"(52.4195, 10.7705)",2024-08-16 08:50:19,2024-08-17 03:50:19,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.4235, 10.8)",2024-09-03 18:06:31,2024-09-04 01:06:31,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,low
"(52.428, 10.775)",2025-01-03 15:45:19,2025-01-05 14:45:19,Graffiti an der Brücke sieht hässlich aus,Vandalismus,Stadtreinigung,low
"(52.420148, 10.769726)",2025-01-01 06:05:05,2025-01-01 22:05:05,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.4278, 10.7856)",2024-09-21 00:23:42,2024-09-22 22:23:42,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.428, 10.775)",2025-03-07 04:35:14,2025-03-07 08:35:14,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.420148, 10.769726)",2024-08-23 19:51:50,2024-08-24 14:51:50,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,high
"(52.4278, 10.7856)",2025-02-19 06:58:38,2025-02-19 21:58:38,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4195, 10.7705)",2024-12-21 13:56:41,2024-12-22 03:56:41,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.425, 10.782)",2024-10-08 21:50:39,2024-10-09 15:50:39,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.426669, 10.790072)",2025-01-07 17:03:15,2025-01-08 16:03:15,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,high
"(52.428, 10.775)",2024-11-07 02:31:27,2024-11-07 06:31:27,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.428, 10.775)",2024-09-22 06:56:10,2024-09-23 03:56:10,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.4278, 10.7856)",2024-08-20 04:32:53,2024-08-20 12:32:53,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.421, 10.795)",2025-02-26 08:13:52,2025-02-27 03:13:52,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.4278, 10.7856)",2024-12-06 23:59:11,2024-12-08 19:59:11,Graffiti an der Schulwand,Vandalismus,Stadtreinigung,low
"(52.428, 10.775)",2025-02-15 23:29:10,2025-02-17 19:29:10,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.4195, 10.7705)",2024-10-05 09:15:50,2024-10-06 13:15:50,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.43, 10.78)",2024-12-19 09:25:12,2024-12-19 16:25:12,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,high
"(52.422501, 10.786042)",2025-01-04 13:37:29,2025-01-04 14:37:29,Markierung auf der Straße kaum sichtbar,Verkehrshinweise,Straßenbau,low
"(52.426669, 10.790072)",2025-02-04 10:35:04,2025-02-05 05:35:04,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2024-11-26 23:02:50,2024-11-27 07:02:50,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.422501, 10.786042)",2024-08-18 13:30:06,2024-08-19 01:30:06,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.4278, 10.7856)",2025-03-07 02:52:53,2025-03-07 20:52:53,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.421, 10.795)",2024-11-22 16:12:12,2024-11-22 19:12:12,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,medium
"(52.421, 10.795)",2024-08-27 08:16:52,2024-08-28 10:16:52,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.428, 10.775)",2025-01-01 00:11:06,2025-01-01 17:11:06,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.428, 10.775)",2025-01-03 18:35:10,2025-01-05 17:35:10,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.425, 10.782)",2025-02-04 13:55:46,2025-02-06 01:55:46,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.4235, 10.8)",2024-08-30 21:49:51,2024-09-01 09:49:51,"Gulli verstopft, Wasser staut sich",Verstopfter Gulli,Straßenbau,low
"(52.422501, 10.786042)",2024-09-05 05:53:41,2024-09-07 01:53:41,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.4195, 10.7705)",2025-01-31 12:23:49,2025-02-01 17:23:49,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.422501, 10.786042)",2024-09-06 06:13:16,2024-09-08 05:13:16,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.425, 10.782)",2025-01-17 02:35:01,2025-01-17 06:35:01,Toter Vogel auf dem Gehweg,Tiere,Landschaftsbild,low
"(52.43, 10.78)",2024-09-03 16:23:22,2024-09-05 07:23:22,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2025-02-12 07:09:42,2025-02-13 04:09:42,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.4235, 10.8)",2024-09-24 02:09:19,2024-09-25 08:09:19,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
"(52.426669, 10.790072)",2025-01-22 01:12:43,2025-01-23 13:12:43,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.4195, 10.7705)",2024-10-08 02:31:28,2024-10-10 01:31:28,Großes Schlagloch auf der Straße,Straßen bzw. Wegschäden,Straßenbau,low
"(52.4195, 10.7705)",2024-10-19 07:53:44,2024-10-21 07:53:44,Brunnenpumpe funktioniert nicht,Schaden am Brunnen,Landschaftsbild,low
"(52.4278, 10.7856)",2025-01-06 21:39:44,2025-01-08 15:39:44,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,medium
"(52.422501, 10.786042)",2024-11-24 10:21:08,2024-11-24 21:21:08,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.421, 10.795)",2024-10-23 20:17:26,2024-10-23 23:17:26,Laub auf dem Gehweg,Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.426669, 10.790072)",2024-08-08 16:24:54,2024-08-10 07:24:54,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.420148, 10.769726)",2024-08-01 23:34:18,2024-08-02 10:34:18,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.425, 10.782)",2024-12-12 04:15:29,2024-12-13 06:15:29,Licht in der Parkstraße ist kaputt,Straßenbeleuchtung,Straßenbau,high
"(52.4278, 10.7856)",2025-02-28 19:47:50,2025-03-01 13:47:50,Stein am Brunnen beschädigt,Schaden am Brunnen,Landschaftsbild,low
"(52.422501, 10.786042)",2024-12-04 12:42:30,2024-12-05 17:42:30,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.420148, 10.769726)",2024-10-16 13:13:21,2024-10-17 13:13:21,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2024-11-15 10:42:10,2024-11-17 09:42:10,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,low
"(52.43, 10.78)",2024-08-15 18:04:14,2024-08-16 11:04:14,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.420148, 10.769726)",2025-02-27 17:12:47,2025-02-27 22:12:47,Mülleimer im Park ist überfüllt,Abfallentsorgung,Stadtreinigung,medium
"(52.428, 10.775)",2024-11-26 16:34:23,2024-11-27 12:34:23,Straße nach Sturm nicht geräumt,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.43, 10.78)",2025-02-05 01:33:48,2025-02-06 15:33:48,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.420148, 10.769726)",2024-09-20 18:33:43,2024-09-22 06:33:43,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.428, 10.775)",2024-09-17 00:06:52,2024-09-18 22:06:52,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,medium
"(52.422501, 10.786042)",2024-08-02 06:59:40,2024-08-03 00:59:40,Spielgeräte defekt,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.425, 10.782)",2025-03-05 06:28:52,2025-03-06 20:28:52,Kleine Äste nach dem Sturm liegen noch herum,Straßenreinigung/ Winterdienst,Stadtreinigung,low
"(52.420148, 10.769726)",2024-12-28 04:31:15,2024-12-29 17:31:15,Falsches Verkehrsschild entdeckt,Verkehrshinweise,Straßenbau,medium
"(52.43, 10.78)",2024-10-18 04:16:25,2024-10-20 04:16:25,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.420148, 10.769726)",2024-09-13 09:37:44,2024-09-15 07:37:44,Illegale Müllablagerung am Straßenrand,Abfallentsorgung,Stadtreinigung,low
"(52.422501, 10.786042)",2024-12-15 20:54:11,2024-12-17 08:54:11,Eichenprozessionsspinner gesichtet,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.426669, 10.790072)",2024-12-16 07:07:03,2024-12-17 10:07:03,Frei laufender Hund ohne Besitzer,Tiere,Landschaftsbild,low
"(52.422501, 10.786042)",2025-02-03 13:45:57,2025-02-03 23:45:57,Graffiti an der Brücke sieht hässlich aus,Vandalismus,Stadtreinigung,low
"(52.4278, 10.7856)",2024-09-16 13:36:20,2024-09-17 07:36:20,"Das Gras ist zu hoch, mein Hund sieht nichts",Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.428, 10.775)",2024-10-14 09:29:22,2024-10-14 20:29:22,Graffiti an der Brücke sieht hässlich aus,Vandalismus,Stadtreinigung,low
"(52.4278, 10.7856)",2024-09-24 10:52:45,2024-09-25 01:52:45,Ampel an der Kreuzung geht nicht,Defekte Ampel,Straßenbau,medium
"(52.420148, 10.769726)",2024-08-20 02:14:41,2024-08-21 00:14:41,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,medium
"(52.43, 10.78)",2025-02-11 19:27:26,2025-02-13 09:27:26,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,low
"(52.428, 10.775)",2024-09-19 16:56:40,2024-09-21 11:56:40,Glasscherben auf dem Spielplatz,Spielplatz verunreinigt/defekt,Landschaftsbild,low
"(52.420148, 10.769726)",2024-09-01 09:58:03,2024-09-02 17:58:03,Abfluss ist verstopft nach Regen,Verstopfter Gulli,Straßenbau,low
"(52.426669, 10.790072)",2024-09-25 06:04:42,2024-09-25 13:04:42,Straßenlaterne vor meinem Haus flackert,Straßenbeleuchtung,Straßenbau,low
"(52.420148, 10.769726)",2025-02-27 07:52:13,2025-02-28 04:52:13,"Glätte auf der Straße, kein Streusalz",Straßenreinigung/ Winterdienst,Stadtreinigung,medium
"(52.43, 10.78)",2025-01-13 05:12:41,2025-01-13 19:12:41,Unkraut wuchert überall im Park,Grünfläche/Unkraut/ Eichenprozessionsspinner,Landschaftsbild,medium
"(52.4195, 10.7705)",2025-02-13 00:03:49,2025-02-13 14:03:49,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,medium
"(52.422501, 10.786042)",2025-02-09 04:20:47,2025-02-10 10:20:47,Grünphase der Ampel ist zu kurz,Defekte Ampel,Straßenbau,low
"(52.4235, 10.8)",2024-12-01 16:04:35,2024-12-02 05:04:35,Bushaltestelle wurde beschädigt,Vandalismus,Stadtreinigung,medium
